 What was the cause of death of Alan Rickman?	https://www.wikidata.org/wiki/Q106481	pancreatic cancer 
 Who directed The Prestige	https://www.wikidata.org/wiki/Q46551	Christopher Nolan 
 Where was Pulp Fiction filmed	https://www.wikidata.org/wiki/Q104123	Los Angeles 
 Which awards did Blade Runner receive	https://www.wikidata.org/wiki/Q184843	National Film registry	Los Angeles Film Critics Association Award for Best Cinematography	BAFTA Award for Best Cinematography	BAFTA Award for Best Production Design	Hugo Award for Best Dramatic Presentation 
 Who composed the music for Inception	https://www.wikidata.org/wiki/Q25188	Hans Zimmer 
 What was the box office for Whiplash	https://www.wikidata.org/wiki/Q15648198	48,982,041 United States dollar 
 Who wrote the book on which the Shawshank Redemption was based	https://www.wikidata.org/wiki/Q968314	Stephen King 
 Which company produced Westworld	https://www.wikidata.org/wiki/Q17572811	Warner Bros. Television Studios	Bad Robot Productions 
 In which aspect ratio was Kingsman: The Secret Service filmed	https://www.wikidata.org/wiki/Q15068238	2.35:1 
 What university did Adam Sandler attend?	https://www.wikidata.org/wiki/Q132952	New York University Tisch School of the Arts 
 How many Pokémon episodes are there?	https://www.wikidata.org/wiki/Q239937	1115 
 Who are the executive producers of Suits?	https://www.wikidata.org/wiki/Q370185	Doug Liman	Dave Bartis 
 When did the pilot episode of The Blacklist air?	https://www.wikidata.org/wiki/Q13148212	23-09-2013 
 What actor received an Oscar/Academy Award for their work in Bohemian Rhapsody?	https://www.wikidata.org/wiki/Q27894574	Rami Malek 
 For which Oscars/Academy Awards was the film Shrek nominated?	https://www.wikidata.org/wiki/Q483815	Best Writing, Adapted Screenplay	Best Animated Feature 
 What is the Netflix ID of the film Shrek?	https://www.wikidata.org/wiki/Q483815	60020686 
 Who directed Fight Club?	https://www.wikidata.org/wiki/Q190050	David Flincher 
 Who are the screenwriters for The Place Beyong The Pines?	https://www.wikidata.org/wiki/Q1754980	Derek Cianfrance	Ben Coccio 
 Who is the main character from Mad Max?	https://www.wikidata.org/wiki/Q248775	Mel Gibson 
 What is the name of the main character from Mad Max?	https://www.wikidata.org/wiki/Q248775	Max Rockatansky 
 When was Al Pacino born?	https://www.wikidata.org/wiki/Q41163	25 April 1940 
 What genre is Midsommar?	https://www.wikidata.org/wiki/Q55907451	Horror	Drama	Thriller 
 How long does the movie Shot Caller take to watch?	https://www.wikidata.org/wiki/Q20716882	121 minutes 
 Who created the music for Interstellar?	https://www.wikidata.org/wiki/Q13417189	Hans Zimmer 
 Who is the lead actor of Inception?	https://www.wikidata.org/wiki/Q25188	Leonardo DiCaprio 
 What is the theme for Pulp Fiction?	https://www.wikidata.org/wiki/Q104123	Misirlou from Dick Dale and The Del Tones 
 What is the latest Avengers movie?	https://www.wikidata.org/wiki/Q20021634	Avengers: Endgame 
 What's the German name of Groundhog Day?	https://www.wikidata.org/wiki/Q488655	Und täglich grüßt das Murmeltier 
 Who plays the main character in The Joker?	https://www.wikidata.org/wiki/Q42759035	Joaquin Phoenix 
 In what aspect ratio was Zack Snyder's Justice League shot?	https://www.wikidata.org/wiki/Q94998134	4:3 
 Who wrote Titanic?	https://www.wikidata.org/wiki/Q44578	James Cameron 
 How did the composer of Django Unchained die?	https://www.wikidata.org/wiki/Q23848	femoral fracture 
 Who composed the music for Avatar?	https://www.wikidata.org/wiki/Q24871	James Horner	Simon Franglen 
 When was Quentin Tarantino's cinema opened?	https://www.wikidata.org/wiki/Q7005534	1929 
 When was Steven Spielberg born?	https://www.wikidata.org/wiki/Q8877	1946-12-18 
 Who is the director of Love Actually?	https://www.wikidata.org/wiki/Q190588	Richard Curtis 
 What is the country of origin of Mr. Bean?	https://www.wikidata.org/wiki/Q484020	United Kingdom 
 Where was Leonardo DiCaprio born?	https://www.wikidata.org/wiki/Q38111	Hollywood 
 Who is the composer of Pirates of the Caribbean?	https://www.wikidata.org/wiki/Q194318	Hans Zimmer 
 What is the catchphrase of James Bond?	https://www.wikidata.org/wiki/Q844	The name is Bond, James Bond (English) 
 Who are the film editors of Titanic?	https://www.wikidata.org/wiki/Q44578	Conrad Buff IV	James Cameron	Richard A. Harris 
 What is the duration of The Fault in Our Stars?	https://www.wikidata.org/wiki/Q14704171	126±1 minute 
 What are the genres of the movie Jaws?	https://www.wikidata.org/wiki/Q189505	thriller film	film based on a novel	drama 
 What was the filming location of the Harry Potter film series?	https://www.wikidata.org/wiki/Q216930	Glenfinnan Viaduct 
 Who directed Lord of The Rings?	https://www.wikidata.org/wiki/Q127367	Peter Jackson 
 Who played the title character in 2008 film Iron Man?	https://www.wikidata.org/wiki/Q192724	Robert Downey Jr.  
 Where does Die Hard take place?	https://www.wikidata.org/wiki/Q105598	Nakatomi Plaza 
 Who played Joker in The Dark Knight?	https://www.wikidata.org/wiki/Q163872	Heath Ledger 
 Who directed Pulp Fiction?	https://www.wikidata.org/wiki/Q104123	Quentin Tarantino 
 Who wrote the screenplay and played the main character for Rocky?	https://www.wikidata.org/wiki/Q188652	Sylvester Stallone 
 Who plays Forrest Gump?	https://www.wikidata.org/wiki/Q134773	Tom Hanks 
 Who were the composers for Batman Begins?	https://www.wikidata.org/wiki/Q166262	Hans Zimmer	James Newton Howard 
 What is the sequel to Captain America : Winter Soldier?	https://www.wikidata.org/wiki/Q1765358	Captain America : Civil War 
 What is the original broadcaster of Breaking Bad?	https://www.wikidata.org/wiki/Q1079	AMC 
 When was Harry Potter and the Philosopher stone publish in the US?	https://www.wikidata.org/wiki/Q102438	2001-16-11 
 Who are the screenwriters on Avengers: Endgame?	https://www.wikidata.org/wiki/Q23781155	Christopher Markus	Stephen McFeely	Jack Kirby	Stan Lee 
 Who owns Pixar?	https://www.wikidata.org/wiki/Q127552	The Walt Disney Company 
 What nationality does Scarlett Johansson have?	https://www.wikidata.org/wiki/Q34436	United States of America	Denmark 
 What was the budget for Avatar?	https://www.wikidata.org/wiki/Q24871	237,000,000 United States dollar 
 Who presented the Oscars in 2012?	https://www.wikidata.org/wiki/Q248688	Seth MacFarlane 
 When did Charlie Chaplin pass away?	https://www.wikidata.org/wiki/Q882	1977-25-12 
 When was the subreddit for Star Wars created?	https://www.wikidata.org/wiki/Q462	2008-27-05 
 What awards did Frozen receive?	https://www.wikidata.org/wiki/Q246283	Academy Award for Best Animated Feature	Golden Globe Award for Best Animated Feature Film	Annie Award for Best Animated Feature	BAFTA Award for Best Animated Film	Critics' Choice Movie Award for Best Animated Feature	Saturn Award for Best Animated Film 
 Who is the director of the movie Midsommar?	https://www.wikidata.org/wiki/Q55907451	Ari Aster 
 What are the main subjects of the movie Tenet?	https://www.wikidata.org/wiki/Q63985561	Causality	Time	World War III 
 What movie was Interstellar influenced by?	https://www.wikidata.org/wiki/Q13417189	2001: A Space Odyssey 
 Who was the composer of Inception?	https://www.wikidata.org/wiki/Q25188	Hans Zimmer 
 How much did 2001: A Space Oddyssey cost to make?	https://www.wikidata.org/wiki/Q103474	10,500,000 United States dollar 
 For which award was the movie Climax nominated for?	https://www.wikidata.org/wiki/Q52000412	IFFR audience award 
 How many episodes does Twin Peaks have?	https://www.wikidata.org/wiki/Q2085	30 
 In what film format was Rosemary's Baby shot?	https://www.wikidata.org/wiki/Q607179	35 mm film 
 What was the box office amount for the movie Psycho	https://www.wikidata.org/wiki/Q163038	40,000,000 United States dollar 
 How long is the movie Mulholland Drive?	https://www.wikidata.org/wiki/Q272608	147 minute 
 When did Leonardo DiCaprio start acting?	https://www.wikidata.org/wiki/Q38111	1989 
 Who directed Once Upon a Time in Hollywood?	https://www.wikidata.org/wiki/Q47300912	Quentin Tarantino 
 When did Star Wars: Episode IV – A New Hope get published in the United States?	https://www.wikidata.org/wiki/Q17738	25 May 1977 
 Which countries is Martin Scorsese a citizen in?	http://www.wikidata.org/entity/Q41148	United States of America	Italy 
 What are the names of Martin Scorsese's children?	http://www.wikidata.org/entity/Q41148	Cathy Scorsese	Francesca Scorsese	Domenica Cameron-Scorsese 
 Who performed the music on Interstallar?	https://www.wikidata.org/wiki/Q13417189	Hans Zimmer 
 What is the duration of 2001: A Space Odyssey?	https://www.wikidata.org/wiki/Q103474	143 minute 
 Who presented the 65th British Academy Film Awards?	https://www.wikidata.org/wiki/Q918710	Stephen Fry 
 What is the genre of Dunkirk?	http://www.wikidata.org/entity/Q21935651	drama	war film 
 Which awards did Memento win?	http://www.wikidata.org/entity/Q190525	National Film Registry	National Board of Review: Top Ten Films 
 Who is the director of the movie Forrest Gump?	https://www.wikidata.org/wiki/Q134773	Robert Zemeckis 
 Who are the main two actors from the movie Titanic?	https://www.wikidata.org/wiki/Q44578	Leonardo DiCaprio	Kate Winslet 
 Who is the main actor of the movie Forrest Gump?	https://www.wikidata.org/wiki/Q134773	Tom Hanks 
 What is the genre of the movie Interstellar?	https://www.wikidata.org/wiki/Q13417189	science fiction film	adventure film	dystopian film	drama 
 What is the date of birth of the actress Natalie Portman?	https://www.wikidata.org/wiki/Q37876	9 June 1981 
 What is the main subject of the movie Interstellar?	https://www.wikidata.org/wiki/Q13417189	interstellar travel 
 In what year was the movie Interstellar released?	https://www.wikidata.org/wiki/Q13417189	2014 
 When did the awarded actress Katharine Hepburn die?	https://www.wikidata.org/wiki/Q56016	29 June 2003 
 What are the genres of the movie The Breakfast Club?	https://www.wikidata.org/wiki/Q499152	teen film	comedy-drama	coming-of-age story	drama 
 What is the original language of movie Anna Karenina?	https://www.wikidata.org/wiki/Q84147	English	Russian 
 Who directed The Shining?	https://www.wikidata.org/wiki/Q186341	Stanley Kubrick 
 What is the runtime of The Godfather?	https://www.wikidata.org/wiki/Q47703	175 minute 
 Does Casablanca have a website?	https://www.wikidata.org/wiki/Q132689	No 
 Does Solaris pass the Bechdel test?	https://www.wikidata.org/wiki/Q125772	No 
 How many cast members are in 12 angry men?	https://www.wikidata.org/wiki/Q2345	15 
 What did it cost to make Blade Runner?	https://www.wikidata.org/wiki/Q184843	28,000,000 United States Dollar 
 Was Harrison Ford in Apocalypse Now?	https://www.wikidata.org/wiki/Q182692	Yes 
 Did Samuel L. Jackson produce Pulp Fiction?	https://www.wikidata.org/wiki/Q104123	No 
 Is Nicolas Cage Nicolas Cage's real name, if no, what is it?	https://www.wikidata.org/wiki/Q42869	Nicolas Kim Coppola 
 What is Gone With The Wind about?	https://www.wikidata.org/wiki/Q2875	Revenge	Slavery in the United States 
 Who is the voice actor of Darth Vader in Star Wars?	https://www.wikidata.org/wiki/Q12206942	James Earl Jones 
 When did Kung Fu Panda came out as a movie?	https://www.wikidata.org/wiki/Q129193	2008-05-15 
 Who are the members of the Teenage Mutant Ninja Turtles?	https://www.wikidata.org/wiki/Q158869	Leonardo	Donatello	Raphael	Michelangelo 
 Who is the director of Pulp Fiction?	https://www.wikidata.org/wiki/Q104123	Quintin Tarentino 
 Who is an enemy of Bilbo Baggins?	https://www.wikidata.org/wiki/Q185737	Gollum 
 Who is the father of Simba?	https://www.wikidata.org/wiki/Q1649583	Mufasa 
 What is the duration of I Am Legend?	https://www.wikidata.org/wiki/Q212689	100 minutes 
 What genre is The Hangover?	https://www.wikidata.org/wiki/Q219315	Comedy Movie 
 Who is Batman?	https://www.wikidata.org/wiki/Q2695156	Bruce Wayne 
 Where does Guy Ritchie come from?	https://www.wikidata.org/wiki/Q192990	United Kingdom 
 Han Solo was played by which actor in Star Wars: Episode IV – A New Hope?	https://www.wikidata.org/wiki/Q17738	Harrison Ford 
 Who directed The Dark Knight?	https://www.wikidata.org/wiki/Q163872	Christopher Nolan 
 Which famous composer created music for Inception?	https://www.wikidata.org/wiki/Q25188	Hans Zimmer 
 How many movies are included in the Harry Potter series?	https://www.wikidata.org/wiki/Q216930	Eight 
 Where was Slumdog Millionaire filmed?	https://www.wikidata.org/wiki/Q125076	Mumbai 
 When was The Shawshank Redemption published in Germany?	https://www.wikidata.org/wiki/Q172241	9 March 1995 
 What is the name of the character played by Al Pacino in The Godfather?	https://www.wikidata.org/wiki/Q47703	Michael Corleone 
 Which movies are in the The Lord of the Rings trilogy?	https://www.wikidata.org/wiki/Q190214	The Lord of the Rings: The Fellowship of the Ring	The Lord of the Rings: The Two Towers	The Lord of the Rings: The Return of the King 
 What are the languages spoken in Steven Cameron's Avatar?	https://www.wikidata.org/wiki/Q24871	English	Na'vi 
 To which genres does Avengers: Endgame belong?	https://www.wikidata.org/wiki/Q23781155	Superhero film	Speculative fiction film	Action film	Adventure film 
 Who are the founders of Pixar Animation Studios?	http://www.wikidata.org/entity/Q127552	Edwin Catmull	Alvy Ray Smith 
 What caused the death of Walt Disney?	http://www.wikidata.org/entity/Q8704	circulatory collapse 
 How many followers does Studio Ghibli have on social media?	http://www.wikidata.org/entity/Q182950	334,187 
 When was the movie A Silent Voice publicated in Germany?	http://www.wikidata.org/entity/Q23925035	2017-09-26 
 At which locations was The Intouchables filmed?	http://www.wikidata.org/entity/Q595	Paris	Merville-Franceville-Plage 
 Who was the director of Kimi no Na wa?	http://www.wikidata.org/entity/Q21697406	Makoto Shinkai 
 Who won the Oscar for Best Supporting Actor in 2013?	http://www.wikidata.org/entity/Q106291	Jared Leto 
 What is the name of the dad of Steven Spielberg?	http://www.wikidata.org/entity/Q8877	Arnold Spielberg 
 To which genres does Weathering with You belong?	http://www.wikidata.org/entity/Q59692464	anime film	fantasy film	supernatural anime 
 Who narrated The Big Lebowski?	http://www.wikidata.org/entity/Q337078	Sam Elliott 
 What is the name of Thor's hammer in the Avengers?	https://www.wikidata.org/wiki/Q1401384	Mjolnir 
 Who founded the Walt Disney Animation Studios?	https://www.wikidata.org/wiki/Q1047410	Walt Disney	Roy O. Disney 
 When did the TV-series Doctor Who start?	https://www.wikidata.org/wiki/Q34316	23 November 1963 
 Where is Jurassic Park located in the film from 1993?	https://www.wikidata.org/wiki/Q167726	Isla Nublar 
 What is the catchphrase of the fictional character James Bond?	https://www.wikidata.org/wiki/Q844	The name is Bond, James Bond 
 What are the titles of the three parts of the Lord of the Rings trilogy?	https://www.wikidata.org/wiki/Q190214	The Lord of the Rings: The Fellowship of the Ring	The Lord of the Rings: The Two Towers	The Lord of the Rings: The Return of the King 
 Who played the character Marty McFly in the Back to the Future trilogy?	https://www.wikidata.org/wiki/Q91558	Michael J. Fox 
 What was the name of the beer consumed by character in the Harry Potter universe?	https://www.wikidata.org/wiki/Q2503742	Butterbeer 
 Who was the director of the film Avatar?	https://www.wikidata.org/wiki/Q24871	James Cameron 
 Who composed the music for the 2001 film Amelie?	https://www.wikidata.org/wiki/Q484048	Yann Tiersen 
 Who is the director of The Hangover?	http://www.wikidata.org/entity/Q219315	Todd Phillips 
 What is Spider-Man's name?	http://www.wikidata.org/entity/Q79037	Peter 
 When did Stan Lee die?	http://www.wikidata.org/entity/Q181900	12 November 2018 
 Who is Elizabeth Keen's father?	http://www.wikidata.org/entity/Q19955676	Raymond Reddington 
 How long is Bridge of Spies?	http://www.wikidata.org/entity/Q18067135	142 minutes 
 Who acted as James Bond?	http://www.wikidata.org/entity/Q2009573	Barry Nelson	Sean Connery	David Niven	George Lazenby	Roger Moore	Timothy Dalton	Pierce Brosnan	Daniel Craig 
 Who directed Bridge of Spies?	http://www.wikidata.org/entity/Q1806x7135	Steven Spielberg 
 Where is Captain America from?	http://www.wikidata.org/entity/Q190679	United States of America 
 When was Robert Langdon born?	http://www.wikidata.org/entity/Q210548	22 June 1964 
 Where was Angels and Demons filmed?	http://www.wikidata.org/entity/Q192934	Rome	Long Beach	Los Angeles	Apulia 
 Who composed the music for The Lord of the Rings: The Fellowship of the Ring?	https://www.wikidata.org/wiki/Q127367	Howard Shore 
 Who played Obi-Wan in the Star Wars prequel trilogy?	https://www.wikidata.org/wiki/Q25540924	Ewan McGregor 
 Which movies are in the Star Wars prequel trilogy?	https://www.wikidata.org/wiki/Q25540924	Star Wars: Episode I – The Phantom Menace	Star Wars: Episode II – Attack of the Clones	Star Wars: Episode III – Revenge of the Sith 
 Which awards did The Platform win?	https://www.wikidata.org/wiki/Q67628998	Toronto International Film Festival People's Choice Award: Midnight Madness	European Film Award for Best Visual Effects 
 Which company distributed The Platform?	https://www.wikidata.org/wiki/Q67628998	Netflix 
 Who made the Skyfall theme song?	https://www.wikidata.org/wiki/Q4941	Adelle 
 Which languages does Hayden Christensen speak?	https://www.wikidata.org/wiki/Q192812	English	Spanish 
 When was the first Star Wars Movie released?	https://www.wikidata.org/wiki/Q17738	25 May 1977 
 Who played Hitler in Der Untergang?	https://www.wikidata.org/wiki/Q152857	Bruno Ganz 
 Which movies did John Williams compose music for?	https://www.wikidata.org/wiki/Q131285	Star Wars (soundtrack)	Indiana Jones Adventure	Munich	Schindler's List 
 What year were the first Academy Awards hosted?	https://www.wikidata.org/wiki/Q19020	1929 
 Who are the cast members in The Lighhouse?	https://www.wikidata.org/wiki/Q55402791	Robert Pattinson	Willem Dafoe 
 Where was The Seventh Seal filmed?	https://www.wikidata.org/wiki/Q217189	Sweden 
 What is the original language of Memories of Murder?	https://www.wikidata.org/wiki/Q488169	Korean 
 Who directed the movie 8 1/2?	https://www.wikidata.org/wiki/Q12018	Federico Fellini 
 How long is The Holy Mountain?	https://www.wikidata.org/wiki/Q1640076	114 minutes 
 Who won the Academy Award for Best Film in 2020?	https://www.wikidata.org/wiki/Q102427	Parasite 
 When was Stalker released?	https://www.wikidata.org/wiki/Q200437	25 May 1979 
 What are the genres of Whiplash?	https://www.wikidata.org/wiki/Q15648198	musical film	drama 
 Who is the creator of the TV series "Succession"?	https://www.wikidata.org/wiki/Q30599007	Jesse Armstrong 
 What are the narrative locations (cities) in the movie "Lost in Translation"?	https://www.wikidata.org/wiki/Q107270	Tokyo	Kyoto 
 Who was a music composer in the movie "Interstellar"?	https://www.wikidata.org/wiki/Q13417189	Hans Zimmer 
 What are the names of the "Lord of the Ring" trilogy?	https://www.wikidata.org/wiki/Q127367	The Lord of the Rings: The Fellowship of the Ring	The Lord of the Rings: The Two Towers	The Lord of the Rings: The Return of the King 
 What production company created the animated movie "Finding Nemo"?	https://www.wikidata.org/wiki/Q132863	Pixar 
 Where did the film director Martin Scorsese was born?	https://www.wikidata.org/wiki/Q41148	Queens, New York 
 How much did the production of the movie "Inglourious Basterds" (2009) cost?	https://www.wikidata.org/wiki/Q153723	70,000,000 US dollars 
 Who was the screenwriter of the "Social Media"?	https://www.wikidata.org/wiki/Q185888	Aaron Sorkin 
 Where was the movie "Who Killed Captain Alex" filmed?	https://www.wikidata.org/wiki/Q7997286	Uganda 
 Who was the lead actor in "Tenet"?	https://www.wikidata.org/wiki/Q63985561	John David Washington 
 When was "Kill Bill" first premiered?	https://www.wikidata.org/wiki/Q223132	2003 
 Who wrote the score for the movie Interstellar?	https://www.wikidata.org/wiki/Q13417189	Hans Zimmer 
 What was the duration of Blade Runner 2049?	https://www.wikidata.org/wiki/Q21500755	164 minute 
 What was the budget of the 2009 movie, Avatar?	https://www.wikidata.org/wiki/Q24871	237,000,000 United States dollar 
 Who directed James Bond: Skyfall?	https://www.wikidata.org/wiki/Q4941	Sam Mendes  
 What is the twitter username of the Japanese TV series, Doraemon?	https://www.wikidata.org/wiki/Q1136431	doraemonchannel 
 What is Christopher Nolan an instance of?	https://www.wikidata.org/wiki/Q25191	human 
 Who composed the music Pirates of the Caribbean?	https://www.wikidata.org/wiki/Q194318	Hans Zimmer 
 Who played Obi-Wan Kenobi in Star Wars?	https://www.wikidata.org/wiki/Q181069	Ewan McGregor 
 Which performers have been in the role of Anakin Skywalker?	https://www.wikidata.org/wiki/Q51752	Matt Lanter	Hayden Christensen	Jake Lloyd	Sebastian Shaw 
 How much time does it cost to watch The Karate Kid from 1984?	https://www.wikidata.org/wiki/Q846679	126 minutes 
 At what coordinates can we find a big sign that states 'Hollywood'?	https://www.wikidata.org/wiki/Q180376	34°8'3"N, 118°19'18"W 
 List all the actors that have played James Bond?	https://www.wikidata.org/wiki/Q2009573	Sean Connery	Roger Moore	George Lazenby	Timothy Dalton	Pierce Brosnan	Daniel Craig	Barry Nelson	David Niven 
 What was the box office of Avatar in the United States?	https://www.wikidata.org/wiki/Q24871	760,507,625 United States dollar 
 What are the names of the four members of the A-team?	https://www.wikidata.org/wiki/Q464123	John "Hannibal" Smith	Templeton "Faceman" Peck	H. M. Murdock	B. A. Baracus 
 On what date did the actor playing Brian O'Conner in The Fast and the Furious die?	https://www.wikidata.org/wiki/Q213864	30 November 2013 
 When was the first James Bond movie released?	https://www.wikidata.org/wiki/Q102754	1962 
 Who wrote the books on which the Bourne Trilogy was based?	https://www.wikidata.org/wiki/Q868683	Robert Ludlum 
 What genre is the movie Saving Private Ryan?	https://www.wikidata.org/wiki/Q165817	war film	drama	action film 
 Did Tommy Lee Jones star in the movie the Fugitive?	https://www.wikidata.org/wiki/Q156309	Yes 
 When was Harrison Ford born?	https://www.wikidata.org/wiki/Q81328	13 July 1942 
 Who composed the music for the Star Wars Trilogy?	https://www.wikidata.org/wiki/Q25540859	John Williams 
 What is the main subject of the movie I, Robot?	https://www.wikidata.org/wiki/Q200572	Artificial Intelligence 
 Which role did Will Smith play in I, Robot?	https://www.wikidata.org/wiki/Q200572	Del Spooner 
 What is Quentin Tarantino's date of birth?	https://www.wikidata.org/wiki/Q3772	1963-03-27 
 Who played in Inception?	https://www.wikidata.org/wiki/Q25188	Leonardo DiCaprio	Ken Watanabe	Joseph Gordon-Levitt	Marion Cotillard	Elliot Page 
 Where did Leonardo DiCaprio go to school?	https://www.wikidata.org/wiki/Q38111	John Marshall High School	Los Angeles Center for Enriched Studies 
 How long is the movie Iron Man?	https://www.wikidata.org/wiki/Q192724	126 minutes 
 Who created Star Wars?	https://www.wikidata.org/wiki/Q462	George Lucas 
 When was Interstellar released?	https://www.wikidata.org/wiki/Q13417189	2014-10-26 
 Where was Mark Ruffalo born?	https://www.wikidata.org/wiki/Q41422	Kenosha 
 How tall is Bryan Cranston?	https://www.wikidata.org/wiki/Q23547	1.79 metre 
 What languages does Christoph Waltz speak?	https://www.wikidata.org/wiki/Q76819	German	English	French 
 Who is the director of Fury?	https://www.wikidata.org/wiki/Q14786561	David Ayer 
 How many awards has Quentin Tarentino won?	https://www.wikidata.org/wiki/Q3772	19 
 When was The Shawshank Redemption released in the United States?	https://www.wikidata.org/wiki/Q172241	23 September 1994 
 Who played Freddie Mercury in Bohemian Rhapsody?	https://www.wikidata.org/wiki/Q27894574	Rami Malek 
 How many minutes long is The Wolf of Wall Street?	https://www.wikidata.org/wiki/Q1392744	180 
 In what year is The Revenant set?	https://www.wikidata.org/wiki/Q18002795	1823 
 From what country does the movie T-34 originate?	https://www.wikidata.org/wiki/Q39293164	Russia 
 What are the main subjects of Saving Private Ryan?	https://www.wikidata.org/wiki/Q165817	Invasion of Normandy	Operation Overlord	World War II	Ohmaha Beach 
 What is the box office of 8 Mile?	https://www.wikidata.org/wiki/Q196665	242,900,000 United States dollar 
 What is the Kijkwijzer rating of IT?	https://www.wikidata.org/wiki/Q25136484	16 
 Who directed the 1990 movie Tremors?	http://www.wikidata.org/entity/Q835650	Ron Underwood 
 Who is Tom Hanks currently married to?	http://www.wikidata.org/entity/Q2263	Rita Wilson 
 In 1996 Nicolas Cage won an Academy Award for Best Actor, which work was it for?	http://www.wikidata.org/entity/Q42869	Leaving Las Vegas 
 What MPAA film rating did The Matrix receive?	http://www.wikidata.org/entity/Q83495	R 
 Who were the screenwriters of Team America: World Police?	http://www.wikidata.org/entity/Q907640	Trey Parker	Matt Stone 
 What is the German label for the 1968 Sergio Leone film Once Upon a Time in the West?	http://www.wikidata.org/entity/Q168154	Spiel mir das Lied vom Tod 
 What is the film Dr. Strangelove also known as in English?	http://www.wikidata.org/entity/Q105702	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 
 What was the filming location of the film Metropolis?	http://www.wikidata.org/entity/Q151599	Berlin 
 The 2011 film Tinker Tailor Soldier Spy is made after a work by whom?	http://www.wikidata.org/entity/Q681962	John le Carré 
 How tall is the actor Toby Jones?	http://www.wikidata.org/entity/Q342419	1.65 metre 
 Who directed Minari?	https://www.wikidata.org/wiki/Q6514075	Lee Isaac Chung 
 Who won the Oscar for best actress in the 77th Academy Awards?	https://www.wikidata.org/wiki/Q93187	Hilary Swank 
 Where did It Happened One Night take place?	https://www.wikidata.org/wiki/Q208632	New York City 
 How many awards has Ryan Reynolds earned?	https://www.wikidata.org/wiki/Q192682	5 
 Who directed photography for Gravity?	https://www.wikidata.org/wiki/Q2579784	Emmanuel Lubezki	Michael Seresin 
 What year was Grave of the Fireflies initially released?	https://www.wikidata.org/wiki/Q274520	1988 
 The Matrix series currently has three movies. What is the last one called?	https://www.wikidata.org/wiki/Q1210827	The Matrix Revolutions 
 How much did the most expensive movie to produce cost?	https://www.wikidata.org/wiki/Q183555	$410,000,000 
 What genre is the Netflix Death Note movie?	https://www.wikidata.org/wiki/Q22077183	Thriller	Horror 
 What country won the Oscar for best foreign film in 2020?	https://www.wikidata.org/wiki/Q105304	South Korea 
 When was Tom Hanks born?	https://www.wikidata.org/entity/Q2263	1965-07-19 
 Who are the children of Shrek?	https://www.wikidata.org/entity/Q52401	Fergus	Farkle	Felicia 
 How much did Inception cost to produce?	https://www.wikidata.org/entity/Q25188	160,000,000 United States dollar 
